B1_DESC,B1_DESC_2,Equivalencia,Cantidad,Cantidad Comprobantes,Cant Clientes,80/20,Meses Vendidos,Peso,Ancho,Largo,Alto,Clasificacion CD
ROD8SKF23,R 8-2Z,539750,20,2,1,0.000012776761981551946,2,0.0262,9,60,60,OO9
ROD8512SKF2,BT2-8512 BD,550490,36,1,1,0.0009120333402704528,1,48,150,200,150,AD9
ROD9SKF19,SET 9,554300,576,368,141,0.0006628876978358778,36,0.3946,43,72,72,AB1
ROD362SKF,362 A/Q,556700,56,28,24,0.000049633701607249414,19,0.184,27,94,96,BC1
ROD368SKF,368 A/Q,557500,85,50,37,0.00007988316947469374,29,0.359,27,94,96,BC1
ROD368PEE,PER.368A-362A,557600,10,6,5,0.0000037434811071081373,5,0.528,90,90,22,CD1
ROD382SKF2,382 A/Q,558800,225,59,39,0.000051855188167886414,30,0.1945,22,105,104,CB1
ROD387SKF5,387/Q,559700,4,3,2,0.000002363608882442175,3,0.429,27,94,96,CD2
ROD387SKF2,387 A/Q,559900,332,95,52,0.00018257089057068006,32,0.425,27,94,96,BB1
ROD387SKF,387 A/382 A/Q,560200,5,3,3,0.000004156643553627359,3,0.6034,27,102,102,CD2
ROD387PEE,PER.387A/382A,560200,17,15,10,0.000005655356448360247,9,0.616,110,110,32,CC1
ROD387SKF4,387/382 A/Q,560230,77,48,31,0.00011469375615880021,26,0.611,29,104,106,BC1
ROD10SKF63,SET 10,562600,2173,1109,307,0.002448250543542298,36,0.523,52,82,82,AA1
ROD399SKF,U 399/365 A/L A,563000,32,15,6,0.00003917502766668126,12,0.728,80,80,1960,CC1
ROD495SKF2,495 A/493,568300,48,49,33,0.00010703166032553791,25,1.86,30,136,136,BC1
ROD331761SKF2,331761 BE/Q,568810,1,1,1,0.0000033431756921458637,1,0.491,30,84,86,OO9
ROD497SKF6,U 497/460 L A,568810,408,270,115,0.0007888685377523209,34,0.62,80,2425,80,AB1
ROD497SKF2,497/492 A A,568900,1,5,3,0.000002916808726730317,3,1.52,32,133,133,CD9
ROD497SKF4,497/493A,569020,5,5,3,0.000010496550060560244,2,1.58,5,17,17,CD2
ROD563SKF2,563/Q,572400,5,3,2,0.0000028525235689455773,3,0.666,35,134,136,OO9
ROD572SKF,572/Q,573200,248,196,114,0.00019325821118055842,36,0.827,32,144,146,BB1
ROD575SKF2,575/Q,573500,32,25,24,0.0000639672068692102,19,1.69,45,135,135,CC1
ROD580SKF,580/Q,574100,208,159,91,0.0002958149295495997,36,1.514,44,133,135,AB1
ROD580PEE,PER.580-572,574200,101,41,32,0.000048937684466477334,18,2.1668,143,143,38,BB1
ROD592SKF,592 A/Q,574600,153,86,56,0.00014533831713111614,32,1.09,41,168,165,BB1
ROD594SKF,594/Q,575000,89,68,45,0.00018166777097563936,29,1.554,45,144,146,BB1
ROD594SKF2,594/Q/592 A/Q A,575120,148,112,74,0.0003751643584710103,34,2.48,152,150,39,AB1
ROD653SKF,653/Q,577600,22,2,1,0.000017449076746814733,2,0.956,37,150,152,CD9
ROD663SKF,663/Q,577800,15,1,1,0.000022193668878667937,1,1.9,47,141,143,OO9
ROD672SKF2,672/Q,578100,18,14,14,0.000008015490457408655,8,1.273,36,174,176,CC1
ROD683SKF3,683/Q,578700,7,8,7,0.00000843838254943043,7,2.586,47,164,166,CD1
ROD683SKF2,683/672/Q,578710,8,4,3,0.000011044537594757732,4,3.825,50,174,176,CD2
ROD672SKF3,672/Q + 687/Q,578910,4,2,1,0.000007314608493885296,1,,,,,OO9
ROD742SKF2,742/Q,579100,126,51,16,0.0002036776190517769,27,1.1242,45,154,156,AB1
ROD749SKF2,749/Q,579800,131,53,9,0.0004889591648828423,28,2.279,55,154,156,AB1
ROD752SKF,752/Q,580200,842,58,14,0.0010991837664867817,25,1.669,43,174,176,AB1
ROD759SKF,759/Q,580800,906,59,13,0.0018902578063821284,28,2.469,55,154,156,AC1
ROD1328SKF,1328/Q,583200,5,4,4,0.000003287230230506171,4,0.0708,23,55,57,CD2
ROD1380SKF,1380/Q,583500,7,5,5,0.000007905336970826152,5,0.138,26,55,57,CD2
ROD2585SKF,K-2585,586900,1,1,1,0.0000022614476046653448,1,,,,,CD9
ROD2720SKF,2720/QCL7C,588000,4,2,2,0.0000029626770555280775,2,0.195,25,84,86,CD2
ROD2872SKF,02872/2/02820/2/Q,591000,208,186,120,0.00029679449635930334,35,0.4725,28,76,78,AB1
ROD3525SKF2,3525/Q,595000,610,81,32,0.000125914469834622,30,0.321,32,94,96,BB1
ROD3585SKF2,3585/Q,596100,579,76,25,0.00026533646752550585,29,0.549,35,84,86,BB1
ROD3720SKF,3720/Q,596500,193,121,87,0.00006558371797199189,36,0.307,29,104,106,BB1
ROD3780SKF,3780/Q,597900,27,23,22,0.000018149263735659338,15,0.583,37,94,96,CC1
ROD3782SKF2,3782/Q,598100,122,88,61,0.00010277806780422436,33,0.7148,37,94,96,BB1
ROD3782PEE,PER.3782/20,598120,19,16,13,0.000009840146476477141,10,0.944,110,110,32,CD1
ROD3920SKF2,3920/2/Q,599400,133,86,56,0.00005091488742753231,30,0.479,28,124,126,CB1
ROD3982SKF,3982,600200,73,51,31,0.00006920766343435436,24,0.815,34,114,116,BC1
ROD3982PEE,PER.3982/20,600300,27,21,17,0.00001534017608413588,13,1.267,143,143,38,CC1
ROD3984SKF,3984/2/Q,600400,33,26,19,0.000025355803666998395,16,0.7,34,114,116,CC1
ROD3984PEE,PER.3984/20,600500,17,12,10,0.000009489184263706397,9,1.16,143,143,38,CC1
ROD45SKF35,T2ED 045,601450,1,1,1,0.000004579535645649136,1,1.238,40,104,106,CD9
ROD55SKF20,T7FC 055/QCL7C,602220,15,7,5,0.000060108359965428905,5,1.62,39,124,126,CD2
ROD6379SKF,6379/K-6320/Q,605000,2,1,1,0.000004884282042282743,1,,,,,CD9
ROD6535SKF,6535/Q,605900,33,14,6,0.00004866282198103015,9,1.781,53,177,181,CD1
ROD6580SKF,6580/Q,606100,11,7,3,0.00002199977094329558,3,3.185,68,160,165,CD2
ROD70SKF20,T7FC 070/QCL7C,606260,3,3,3,0.000016478892095274226,2,2.622,45,144,146,CD2
ROD9285SKF,9285/9220/CL7C,606410,5,5,1,0.000017942856256069414,5,4.493,57,164,166,CD2
ROD9067SKF,09067/09195/Q,608200,56,35,23,0.000028204504875210818,20,0.1778,23,55,57,CC1
ROD11020SKF,TKA 11020 Z,609200,2,1,1,0.0000031975784969469117,1,,,,,CD9
ROD11590SKF,11590/11520,610000,23,11,9,0.000014030496302024066,8,0.104,19,50,52,CD1
ROD11749SKF,LM 11749/710/QVC027VK210,610300,1130,338,136,0.00030661900590550856,36,0.0868,23,45,47,AB1
ROD11949SKF,LM 11949/910/QVK210,611000,1406,443,162,0.0004405489661975389,36,0.121,21,54,54,AB1
ROD12610SKF,M 12610/Q,611900,21,15,13,0.0000026864246207233837,9,0.0657,19,55,57,CC1
ROD12649SKF4,M 12649/Q,612100,15,10,10,0.000004185137515456271,5,0.1138,23,55,57,CC1
ROD12649SKF2,M 12649/610,612200,1904,685,241,0.0006532067005608354,46,0.1744,22,65,67,CC1
ROD12749SKF3,LM 12749/710/Q,612600,3365,1088,299,0.0009154123071585537,36,0.1206,21,54,54,AA1
ROD12749SKF4,LM 12749/711/Q,612700,8,4,3,0.000005642151929463922,4,0.1266,23,55,57,CD9
ROD15101SKF2,15101/15245/VU990,616700,236,119,67,0.00013992654930765916,33,0.3,23,62,62,BB1
ROD15123SKF2,15123/Q,618100,23,15,9,0.000012055725752344725,12,0.85,150,65,65,CC1
ROD15245SKF,15245,618700,51,27,21,0.000011719358007827814,18,0.0844,22,65,67,CC1
ROD18520SKF,18520/Q,622100,9,3,3,0.000004116335022259631,3,0.0973,23,76,78,CD2
ROD18590SKF,18590/Q,622200,10,4,4,0.000008328229062847929,4,0.201,23,76,78,CD1
ROD18790SKF,18790/18720/Q,623110,0,4,2,0.0000035054522796349104,2,0.389,27,94,96,OO9
ROD24780SKF,24780/Q,625100,2,1,1,7.995683679064166E-7,1,0.2815,28,76,78,CD9
ROD25520SKF,25520/2/Q,625300,40,22,19,0.00001115469108134023,12,0.229,27,94,96,CC1
ROD25520SKF2,25520/Q,625300,104,66,51,0.000021456648231849366,33,0.229,27,94,96,CB1
ROD25522SKF,25522/Q,625500,15,10,8,0.0000096174070919365,2,0.227,27,94,96,OO9
ROD25523SKF,25523/Q,625600,247,130,77,0.00008104968447298223,35,1.29,34,76,78,BB1
ROD25577SKF2,25577/Q,626000,42,28,20,0.00003372468874855343,20,0.396,34,76,78,CC1
ROD25580SKF,25580/Q,626400,55,30,25,0.00003101810986214618,19,0.366,34,76,78,CC1
ROD25590SKF2,25590/Q,627100,352,196,118,0.00018843195952395153,36,0.371,34,76,78,BB1
ROD25877SKF,25877/2/25821/2/Q,627900,93,52,31,0.00007256022128466339,24,0.475,30,84,86,BB1
ROD29620SKF2,29620/3/Q,634300,254,11,3,0.00008767279316150736,9,0.293,28,124,126,BC1
ROD29685SKF,29685/2/Q,634700,505,19,4,0.00022499422988585737,12,0.648,31,114,116,AC1
ROD29685PEE2,PER.29685/20,634800,135,19,15,0.00006064001559467569,14,0.9112,121,121,30,BC1
ROD29711SKF,LM 29711/Q,635000,2,1,1,6.921947800389317E-7,1,0.0973,23,76,78,OO9
ROD29748SKF,LM 29748/710/VU990,635110,497,197,78,0.00028916888669667563,33,0.235,19,69,69,BB1
ROD29749SKF3,LM 29749/711/Q,635210,62,44,20,0.000015949668877403093,21,0.26,23,76,78,CC1
ROD29749SKF2,LM 29749/710/QCL7CVK210,635300,232,105,56,0.00014687664358253806,34,0.232,35,75,75,BB1
ROD31594SKF,31594/31520 A,635900,279,243,133,0.00021316541336612575,36,0.62,90,90,30,BB1
ROD33287SKF,33287/33462,636500,72,25,17,0.00008490714142740603,15,1.22,50,170,170,CC1
ROD33287PEE,PER.33287-33462,636500,5,3,3,0.000003946761200643667,3,1.2052,121,121,30,CD2
ROD33462SKF,33462/Q,636600,7,5,3,0.000009358181536761281,5,0.4696,28,124,126,CD2
ROD33822SKF,33822/Q,636900,6,4,4,0.000008778572654680487,3,0.294,29,104,106,CD9
ROD33895SKF,33895/Q,637400,6,4,4,0.000012725681342663532,3,0.563,37,94,96,CD9
ROD34478SKF,34478/2/QVQ276,637900,4,3,3,0.000008221550449659198,3,0.351,29,134,136,CD2
ROD37425PEE,PER.37425/625,638510,1,1,1,0.0000014559719519895197,1,1.4138,168,168,38,CD9
