B1_DESC,B1_DESC_2,Equivalencia,Cantidad,Cantidad Comprobantes,Cant Clientes,80/20,Meses Vendidos,Peso,Ancho,Largo,Alto,Clasificacion CD
ROD25SKF71,SAL 25 ES,1664700,6,5,2,0.000008131551228760561,3,0.599,39,114,116,CD2
ROD40SKF67,SAA 40 ES-2RS,1665080,3,2,1,0.00002563066615244558,2,1.915,115,205,75,CD9
ROD6SKF44,SIKAC 6 M,1665150,112,18,6,0.00008261476744953611,13,0.0335,23,45,47,BC1
ROD6SKF48,SILKAC 6 M,1665160,73,11,4,0.00004355510557952801,11,0.0329,23,45,47,CC1
ROD8SKF40,SIKAC 8 M,1665200,210,29,9,0.00017540014183529688,15,0.0575,26,55,57,BC1
ROD8SKF44,SILKAC 8 M,1665220,71,16,4,0.00005619600001138356,12,0.055,26,55,57,CC1
ROD10SKF66,SIKAC 10 M,1665250,110,10,4,0.00009362316636099865,9,0.0872,26,55,57,CD2
ROD10SKF72,SILKAC 10 M,1665300,79,8,5,0.00006405303624203631,7,0.0872,26,55,57,CD2
ROD10SKF67,SIKAC 10 M/VZ019,1665350,80,17,6,0.00005081446358645238,10,0.0869,26,55,57,BC1
ROD12SKF63,SIKAC 12 M,1665400,7,5,4,0.000005152194780942388,3,0.1297,23,76,78,CD1
ROD12SKF68,SILKAC 12 M,1665450,4,3,2,0.0000021238426182720633,2,0.125,23,76,78,CD2
ROD12SKF64,SIKAC 12 M/VZ019,1665460,10,1,1,0.000006188749514303901,1,0.125,23,76,78,CD9
ROD14SKF25,SIKAC 14 M,1665510,4,1,1,0.000008299040126340264,1,0.1681,28,76,78,OO9
ROD14SKF27,SILKAC 14 M,1665520,3,1,1,0.000005766899884300256,1,0.1681,28,76,78,OO9
ROD16SKF33,SIKAC 16 M,1665530,34,10,5,0.00007360546320150933,9,0.2386,25,84,86,CD2
ROD16SKF37,SILKAC 16 M,1665540,41,14,6,0.00007324442385589665,11,0.242,25,84,86,BC1
ROD16SKF34,SIKAC 16 M/VZ019,1665550,9,2,2,0.0000132483023010865,2,0.2416,25,84,86,CD2
ROD20SKF73,SIKAC 20 M,1665650,63,30,8,0.0001433197631766753,19,0.424,32,94,96,BC1
ROD20SKF77,SILKAC 20 M,1665700,28,11,6,0.00005173808493451637,9,0.43,32,94,96,CC1
ROD25SKF74,SIKAC 25 M,1665850,34,3,2,0.00009588947878841526,2,0.7725,39,114,116,BD2
ROD30SKF84,SIKAC 30 M,1665950,5,1,1,0.00001512091157298901,1,1.1972,83,155,52,CD9
ROD6SKF34,SAKAC 6 M,1666150,24,2,1,0.000019798438648342454,2,0.027,23,45,47,CD9
ROD8SKF31,SAKAC 8 M,1666250,35,6,2,0.00002123634125868437,5,0.048,26,55,57,CD2
ROD8SKF35,SALKAC 8 M,1666300,35,8,2,0.000020150443323131326,5,0.0485,26,55,57,CD1
ROD10SKF55,SAKAC 10 M,1666350,11,6,4,0.000010513924427529092,4,0.0726,26,55,57,CD1
ROD10SKF59,SALKAC 10 M,1666380,2,1,1,0.0000013454709780676422,1,0.0705,26,55,57,CD9
ROD16SKF29,SAKAC 16 M,1666650,39,11,4,0.000042026161286269334,9,0.2217,25,84,86,CC1
ROD16SKF31,SALKAC 16 M,1666700,33,8,3,0.00003690280795449523,6,0.225,25,84,86,CD1
ROD20SKF66,SAKAC 20 M,1666850,7,5,2,0.000009546172187364222,3,0.361,32,94,96,CD9
ROD20SKF70,SALKAC 20 M,1666870,3,2,1,0.00000458023062032789,2,0.379,32,94,96,CD9
ROD20SKF71,SI 20 C,1667800,18,3,2,0.000022234324897375036,2,0.3747,32,94,96,CD2
ROD25SKF72,SI 25 C,1667900,6,1,1,0.00001923168679781861,1,0.7065,39,114,116,CD9
ROD25SKF70,SAL 25 C,1668850,2,1,1,0.0000030606684852323844,1,0.606,39,114,116,CD9
ROD60SKF25,SA 60 TXE-2LS,1670800,4,2,1,0.00003694971874531112,2,,,,,CD9
ROD6SKF45,SIKB 6 F,1671100,33,3,1,0.00003544892092654197,3,0.0325,23,45,47,CD9
ROD6SKF49,SILKB 6 F,1671200,10,1,1,0.000010691490457950726,1,0.0321,23,45,47,OO9
ROD8SKF41,SIKB 8 F,1671250,15,2,1,0.000010526781459086042,2,0.0541,26,55,57,CD9
ROD8SKF45,SILKB 8 F,1671300,15,2,1,0.000010655699261994898,2,0.0558,26,55,57,CD9
ROD10SKF68,SIKB 10 F,1671350,8,1,1,0.000007660010909226008,1,0.087,26,55,57,CD9
ROD12SKF65,SIKB 12 F,1671500,2,1,1,0.0000030877724977037882,1,0.129,23,76,78,OO9
ROD12SKF66,SIKB 12 F/VZ019,1671600,1,1,1,0.0000013416486173344955,1,0.125,23,76,78,CD9
ROD16SKF35,SIKB 16 F,1671750,2,1,1,0.000004698723803055439,1,0.2414,25,84,86,CD9
ROD16SKF36,SIKB 16 F/VZ019,1671850,12,5,2,0.00002678154422046212,4,0.239,25,84,86,CD1
ROD12SKF53,SAKB 12 F,1672500,20,2,1,0.000023877940012628123,2,0.109,23,76,78,CD9
ROD12SKF57,SALKB 12 F,1672550,10,1,1,0.000009863775615554776,1,0.108,23,76,78,CD9
ROD202320SKF,PCM 202320 E,1673210,2,1,1,1.6297156216780068E-7,1,0.407,97,97,60,OO9
ROD6SKF40,SFIK 6 F,1683150,112,8,3,0.000028133269970638547,6,0.0171,23,45,47,CD2
ROD6SKF41,SFILK 6 F,1683160,80,7,2,0.00002635934710311909,5,0.0173,23,45,47,CD9
ROD365433SKF,365433,1690200,1,1,1,0.0000016429201405743317,1,0.2705,34,76,78,CD9
ROD121415SKF,PCM 121415 E,1690250,25,1,1,0.0000010000685627269303,1,0.248,92,92,37,CD9
ROD121412SKF3,PCM 121412 M,1690300,125,3,2,0.000002220444098618862,3,,,,,CD2
ROD121408SKF,PCM 121408 E,1690320,25,1,1,9.250112974215041E-7,1,0.13,78,78,38,OO9
ROD161817SKF,PCMF 161817 E,1690370,25,1,1,0.000001307247370736175,1,,,,,CD9
ROD161820SKF2,PCM 161820 M,1690420,74,7,2,0.000008981505260876638,5,,,,,CD2
ROD161815SKF2,PCM 161815 E,1690440,25,1,1,0.0000011654725362703697,1,0.165,78,78,38,CD9
ROD161815SKF3,PCM 161815 M,1690440,65,5,1,0.0000028188172970260107,4,,,,,CD9
ROD60810SKF,PCM 060810 E,1690460,72,1,1,8.916525128413145E-7,1,0.0051,17,45,47,CD9
ROD81005SKF,PCMF 081005.5 E,1690490,50,1,1,9.833891704368355E-7,1,0.0547,66,66,42,OO9
ROD404420SKF,PCM 404420 E,1690530,21,7,2,0.000011154691081340232,5,0.447,118,118,56,CD9
ROD455050SKF2,PCM 455050 M,1690580,20,1,1,0.000008082555513908407,1,,,,,CD9
ROD182020SKF,PCM 182020 E,1690620,35,5,1,0.0000022392084149452184,4,,,,,CD9
ROD101217SKF,PCMF 101217 E,1690760,100,5,1,0.0000031847214653899642,3,,,,,CD9
ROD101209SKF,PCMF 101209 E,1690782,125,3,1,0.000003856761979745032,3,,,,,CD9
ROD182022SKF,PCMF 182022 E,1690800,25,1,1,0.0000026384713678893615,1,,,,,CD9
ROD151710SKF,PCM 151710 E,1690840,20,2,1,8.06170627354579E-7,2,,,,,CD9
ROD151712SKF,PCM 151712 E,1690844,96,1,1,0.000001587322166274016,1,,,,,CD9
ROD151720SKF,PCM 151720 E,1690860,72,1,1,0.0000020783217768136796,1,0.213,92,92,52,CD9
ROD303420SKF,PCM 303420 E,1690890,2,1,1,2.519283210483059E-7,1,,,,,OO9
ROD487402SKF,PCMW 487402 E,1690900,140,7,2,0.00004384386755855028,7,0.385,78,78,38,CD1
ROD81006SKF,PCM 081006 E,1691030,25,1,1,5.396478380524401E-7,1,0.0772,66,66,42,CD9
PHG22SKF,PHG A22,1700000,101,24,11,0.000007531440593656528,20,0.0602,63,63,39,CC1
PHG16SKF2,PHG A16,1700020,11,7,3,6.470214259199249E-7,6,0.041,47,47,39,CD1
PHG18SKF,PHG A18,1700040,3,2,1,1.5046201795022961E-7,2,0.04,52,52,39,CD9
PHG23SKF,PHG A23,1700050,54,23,14,0.00000386371172653257,16,0.05,65,65,39,CC1
PHG20SKF,PHG A20,1700060,30,14,8,0.0000019963147647207137,12,0.05,57,57,39,CC1
PHG21SKF,PHG A21,1700070,28,8,5,0.0000018927635375863758,7,0.05,60,60,39,CD1
PHG21SKF2,PHG AX21,1700070,0,2,1,-7.297234126916477E-9,2,0.0514,60,60,39,OO9
PHG19SKF,PHG A19,1700080,2,1,1,9.416906897115988E-8,1,0.05,55,55,39,CD9
PHG24SKF,PHG A24,1700100,283,77,34,0.00002163247682557412,32,0.06,68,68,39,CB1
PHG25SKF,PHG A25,1700150,115,39,21,0.000009234128556603698,23,0.06,71,71,39,CC1
PHG26SKF,PHG A26,1700200,223,68,30,0.000017349347880413545,28,0.06,74,74,39,CB1
PHG27SKF,PHG A27,1700250,144,51,26,0.000010733883913354718,25,0.06,76,76,39,CB1
PHG28SKF,PHG A28,1700300,333,92,40,0.00002723015037559779,33,0.07,79,79,39,CB1
PHG28SKF2,PHG AX28,1700300,6,4,3,8.805329179812514E-7,4,0.0685,79,79,39,CD2
PHG29SKF,PHG A29,1700350,242,102,39,0.00001995654538775898,33,0.07,82,82,39,CB1
PHG30SKF,PHG A30,1700400,662,183,60,0.00005040964083607822,36,0.07,84,84,39,CB1
PHG31SKF,PHG A31,1700450,326,105,44,0.000025942709783206097,35,0.07,87,87,39,CB1
PHG31SKF2,PHG AX31,1700450,4,3,1,5.181036230110678E-7,2,0.0758,87,87,39,CD9
PHG31SKF3,PHG B31,1700480,150,43,25,0.00001718290144485197,22,0.13,88,88,51,CC1
PHG31SKF4,PHG BX31,1700480,18,4,4,0.00000422892092021777,4,0.1263,88,88,51,CD9
PHG32SKF,PHG A32,1700500,605,156,61,0.00004877784029036393,36,0.08,90,90,39,CB1
PHG32SKF2,PHG AX32,1700500,12,4,3,0.0000019629559801405245,4,0.0783,90,90,39,CD2
PHG33SKF,PHG A33,1700550,368,123,56,0.00002992178730641183,36,0.08,92,92,39,CB1
PHG34SKF,PHG A34,1700600,484,137,53,0.00003988077445295588,33,0.08,95,95,39,CB1
PHG34SKF2,PHG AX34,1700600,5,3,2,0.0000010810331128017651,2,0.0831,95,95,39,CD2
PHG35SKF,PHG A35,1700650,556,131,49,0.000045257098567796426,35,0.0971,98,98,39,CB1
PHG35SKF2,PHG AX35,1700650,4,1,1,6.365968057386158E-7,1,0.0856,98,98,39,CD9
PHG36SKF,PHG A36,1700700,327,106,49,0.0000288188624912293,36,0.09,100,100,39,CB1
PHG37SKF,PHG A37,1700750,343,91,36,0.000029353298019191097,33,0.09,103,103,39,CB1
PHG38SKF,PHG A38,1700800,422,109,42,0.000037105393073352,35,0.11,106,106,39,CB1
PHG39SKF,PHG A39,1700850,275,83,41,0.00002535406623030151,32,0.09,109,109,39,CB1
PHG39SKF2,PHG AX39,1700850,18,2,1,0.000002998468251483906,2,0.0954,109,109,39,CD9
PHG40SKF,PHG A40,1700900,329,105,49,0.0000310796151212159,32,0.1,108,108,39,CB1
PHG40SKF2,PHG AX40,1700900,8,3,3,0.0000018090190887965252,3,0.0987,108,108,39,CD2
PHG41SKF,PHG A41,1700950,463,125,48,0.00004304916401339514,34,0.1,110,110,39,CB1
PHG41SKF2,PHG AX41,1700950,2,2,2,4.336641995424632E-7,2,0.1003,110,110,39,CD2
PHG42SKF,PHG A42,1701000,634,163,62,0.0000618471866116713,36,0.1,113,113,39,BB1
PHG42SKF2,PHG AX42,1701000,8,1,1,0.00000138821192081101,1,0.1027,113,113,39,CD9
PHG43SKF,PHG A43,1701050,278,88,38,0.000028154119211001163,33,0.1,116,116,39,CB1
PHG44SKF,PHG A44,1701100,752,163,55,0.00007571888119960009,35,0.11,119,119,39,BB1
PHG44SKF2,PHG AX44,1701100,242,36,4,0.00005005068641450178,21,0.1076,119,119,39,CC1
PHG45SKF,PHG A45,1701150,396,109,42,0.00004051771874603388,34,0.11,121,121,39,CB1
PHG45SKF2,PHG AX45,1701150,13,6,5,0.0000029560747960799154,6,0.11,121,121,39,CD1
PHG46SKF,PHG A46,1701200,468,133,45,0.00005191321855356236,36,0.1272,124,124,39,CB1
PHG47SKF,PHG A47,1701250,204,69,37,0.00002311972263810757,30,0.11,127,127,39,CB1
PHG48SKF,PHG A48,1701300,447,102,46,0.000049927328409022936,34,0.11,129,129,39,CB1
PHG49SKF,PHG A49,1701350,281,74,34,0.000030848188553190836,30,0.12,132,132,39,CB1
PHG50SKF,PHG A50,1701400,268,90,41,0.00003368577016654321,36,0.1346,135,135,39,CB1
PHG51SKF,PHG A51,1701450,201,62,32,0.00002465665914017192,28,0.12,137,137,39,CB1
PHG51SKF2,PHG AX51,1701450,6,3,2,0.0000013618028830183599,2,0.1247,137,137,39,CD2
PHG52SKF2,PHG A52,1701500,279,84,38,0.00003515077678935653,32,0.1448,140,140,39,CB1
PHG53SKF,PHG A53,1701550,203,66,35,0.000024577779514133352,30,0.13,143,143,39,CB1
PHG54SKF,PHG A54,1701600,249,76,31,0.00003096355434986401,31,0.1504,145,145,39,CB1
PHG55SKF,PHG A55,1701650,189,50,28,0.000022539418781348018,27,0.1528,148,148,39,CC1
PHG56SKF,PHG A56,1701700,281,73,39,0.000037291993774597436,29,0.13,151,151,39,CB1
PHG56SKF2,PHG AX56,1701700,6,1,1,0.0000018319532531954054,1,,,,,CD9
PHG57SKF,PHG A57,1701750,103,44,19,0.000014024241529915278,22,0.14,154,154,39,CC1
PHG58SKF,PHG A58,1701800,251,66,29,0.00003293762992486458,29,0.14,156,156,39,CB1
PHG58SKF2,PHG AX58,1701800,1,1,1,3.9717802890788094E-7,1,,,,,CD9
PHG59SKF,PHG A59,1701850,88,29,19,0.000011562293730429423,18,0.14,159,159,39,CC1
PHG60SKF,PHG A60,1701900,282,79,34,0.00003867221348660278,32,0.14,162,162,39,CB1
PHG60SKF2,PHG AX60,1701900,6,2,2,0.0000015299867552768153,2,0.1467,162,162,39,CD9
PHG61SKF,PHG A61,1701950,101,33,23,0.0000140496081056898,22,0.15,164,164,39,CC1
PHG61SKF2,PHG AX61,1701950,3,2,2,9.295286328334047E-7,2,0.1492,164,164,39,CD2
PHG62SKF,PHG A62,1702000,211,62,31,0.000030538924821145336,28,0.15,167,167,39,CB1
PHG62SKF2,PHG AX62,1702000,36,2,1,0.000008794209584952452,2,0.1516,167,167,39,CD9
PHG63SKF,PHG A63,1702050,160,41,24,0.000022193321391328555,22,0.15,170,170,39,CC1
PHG64SKF,PHG A64,1702100,193,47,23,0.00003247686171285071,30,0.1801,172,172,39,CC1
PHG65SKF2,PHG A65,1702150,101,33,21,0.000016351016754383494,26,0.16,175,175,39,CC1
PHG66SKF,PHG A66,1702200,162,48,23,0.00002466916868438949,25,0.1813,178,178,39,CC1
PHG67SKF,PHG A67,1702250,96,36,20,0.000014663270747029536,23,0.16,180,180,39,CC1
PHG68SKF,PHG A68,1702300,162,42,22,0.000023236130896798855,24,0.16,183,183,39,CB1
PHG69SKF,PHG A69,1702350,46,16,11,0.000007086656799254001,12,0.16,186,186,39,CD1
PHG70SKF,PHG A70,1702400,81,28,19,0.000012768074798067524,20,0.17,189,189,39,CC1
PHG70SKF2,PHG AX70,1702400,1,1,1,4.7466770558894607E-7,1,0.1712,189,189,39,CD9
PHG71SKF,PHG A71,1702450,199,39,20,0.000030174758089478256,25,0.17,191,191,39,CC1
PHG72SKF,PHG A72,1702460,93,36,21,0.00001504307440896857,21,0.17,194,194,39,CC1
PHG73SKF,PHG A73,1702480,71,20,16,0.000011296813403145417,14,0.17,197,197,39,CC1
PHG74SKF,PHG A74,1702500,154,44,18,0.00002635274484367094,24,0.18,199,199,39,CB1
PHG74SKF2,PHG AX74,1702500,1,1,1,3.2246825094183156E-7,1,0.181,199,199,39,CD9
PHG75SKF,PHG A75,1702550,123,39,19,0.000019941603432165768,25,0.18,202,202,39,CC1
PHG76SKF,PHG A76,1702560,59,26,17,0.000010310296846654186,19,0.2007,205,205,39,CC1
PHG77SKF,PHG A77,1702580,33,14,9,0.000006141838723488009,10,0.2113,207,207,39,CC1
PHG77SKF2,PHG AA77,1702590,19,4,2,0.000007556459682091671,4,0.46,212,212,39,CD2
PHG78SKF,PHG A78,1702600,91,26,16,0.000015194231401597552,17,0.2119,210,210,39,CC1
PHG79SKF,PHG A79,1702650,49,14,11,0.000008558265681515486,10,0.2141,213,213,39,CC1
PHG80SKF,PHG A80,1702700,108,29,16,0.000018661807561240372,18,0.19,216,216,39,CC1
PHG81SKF,PHG A81,1702730,29,14,5,0.000005326285937970253,11,0.19,218,218,39,CC1
PHG82SKF,PHG A82,1702750,93,37,22,0.000016839236466208145,21,0.2,221,221,39,CC1
PHG83SKF,PHG A83,1702770,47,14,10,0.000008534984029777228,11,0.2,224,224,39,CC1
PHG84SKF,PHG A84,1702800,99,29,18,0.000017822625636644986,18,0.2,226,226,39,CC1
PHG85SKF,PHG A85,1702850,170,38,19,0.000030200819639931534,22,0.2,229,229,39,CC1
PHG86SKF,PHG A86,1702860,64,29,16,0.000012478270357027127,19,0.21,232,232,39,CC1
PHG87SKF2,PHG A87,1702870,26,10,7,0.000005099029218017713,8,0.239,165,165,39,CD1
PHG88SKF,PHG A88,1702890,88,24,13,0.000017153017533665556,19,0.21,237,237,39,CC1
PHG89SKF,PHG A89,1702900,24,6,5,0.000004529497468778853,5,0.21,240,240,39,CD1
PHG90SKF2,PHG A90,1702950,106,34,17,0.00002177598909673681,23,0.21,240,140,39,CC1
PHG91SKF,PHG A91,1702980,29,13,7,0.000006238787691174185,10,0.22,240,145,39,CC1
PHG92SKF,PHG A92,1703000,60,32,16,0.0000133720077939047,20,0.22,240,149,39,CC1
PHG93SKF,PHG A93,1703020,100,44,20,0.000021632129338234742,26,0.22,240,154,39,CC1
PHG93SKF2,PHG AX93,1703020,2,1,1,8.106879627664796E-7,1,,,,,CD9
PHG94SKF,PHG A94,1703030,121,34,14,0.00002510874016870137,20,0.22,240,157,39,CC1
PHG95SKF,PHG A95,1703050,50,16,11,0.00001133329957378,15,0.23,240,162,39,CC1
PHG96SKF,PHG A96,1703100,160,38,17,0.00003230277055582287,21,0.23,240,167,39,CC1
PHG97SKF,PHG A97,1703110,34,12,10,0.000007314955981224674,10,0.23,240,170,39,CD1
PHG98SKF,PHG A98,1703120,22,8,6,0.000004561118816662158,7,0.23,240,174,39,CD1
PHG100SKF,PHG A100,1703130,31,21,8,0.000008459579277132425,17,0.24,269,269,39,CC1
PHG99SKF,PHG A99,1703140,28,6,6,0.00000520153798313392,6,0.24,240,179,39,CD1
PHG104SKF,PHG A104,1703150,30,9,4,0.00000713634748878491,8,0.25,240,200,39,CC1
PHG107SKF,PHG A107,1703190,60,13,2,0.000014067677447337405,9,0.26,240,212,39,CC1
PHG105SKF,PHG A105,1703200,363,43,10,0.00008179747722732149,26,0.287,240,204,39,BC1
PHG108SKF,PHG A108,1703240,2,2,1,4.3157927550620136E-7,2,0.26,240,217,39,CD9
PHG110SKF,PHG A110,1703260,63,11,4,0.000014146557073375977,10,0.2974,240,225,39,CC1
PHG112SKF,PHG A112,1703300,85,15,5,0.000020346773669879316,10,0.3234,240,234,39,CD1
PHG112SKF2,PHG AA112,1703320,12,2,1,0.000004902351383930345,2,0.664,308,308,39,CD9
PHG120SKF,PHG A120,1703400,7,2,2,0.000001719019867897889,2,0.5513,240,267,39,CD2
PHG124SKF2,PHG A124,1703450,2,1,1,5.306131672286388E-7,1,0.5777,240,284,39,CD9
PHG136SKF,PHG A136,1703600,38,6,2,0.000012936606157665353,3,0.4,240,335,39,CD9
PHG144SKF,PHG A144,1703650,93,18,5,0.000030326957544125382,10,0.5,388,388,39,CC1
PHG158SKF,PHG A158,1703700,39,8,2,0.000013004366188843862,6,0.4337,426,426,39,CD1
PHG24SKF3,PHG B24,1703840,14,5,5,0.000001388559408150387,5,0.1,69,69,51,CD1
PHG23SKF3,PHG B23,1703850,17,5,4,0.000001810409038154033,5,0.0937,67,67,51,CD2
PHG26SKF3,PHG B26,1703900,85,27,14,0.000009218144138992358,19,0.11,75,75,51,CC1
PHG25SKF3,PHG B25,1703920,30,12,10,0.0000029025617458158613,10,0.1,72,72,51,CC1
PHG25SKF4,PHG BX25,1703920,32,12,1,0.000006056704325340652,9,0.1019,72,72,51,CC1
PHG27SKF3,PHG B27,1703950,81,25,18,0.000008456451891078032,22,0.11,77,77,51,CC1
PHG28SKF3,PHG B28,1703960,206,55,24,0.00002179093105233002,28,0.1329,80,80,51,CB1
PHG28SKF4,PHG BX28,1703960,59,22,3,0.000012364989484390232,13,0.1141,80,80,51,CC1
PHG29SKF3,PHG B29,1703980,103,31,19,0.000010750563305644813,19,0.12,83,83,51,CC1
PHG29SKF4,PHG BX29,1703980,3,2,2,6.463264512411711E-7,2,0.1182,83,83,51,CD2
PHG30SKF3,PHG B30,1704000,460,128,42,0.000052125185830582327,34,0.12,85,85,51,CB1
PHG30SKF4,PHG BX30,1704000,90,28,5,0.00002147298013680009,22,0.1223,85,85,51,CC1
PHG32SKF3,PHG B32,1704050,423,117,35,0.00005191738840163489,36,0.13,91,91,51,CB1
PHG32SKF4,PHG BX32,1704050,159,48,8,0.000040240076361871674,29,0.1304,91,91,51,CC1
PHG33SKF3,PHG B33,1704070,320,90,36,0.00003936718816535674,32,0.14,93,93,51,CB1
PHG33SKF4,PHG BX33,1704070,57,14,6,0.000013942582005161693,10,0.1345,93,93,51,CC1
PHG34SKF3,PHG B34,1704100,389,109,32,0.00005025292404601919,32,0.14,96,96,51,CB1
PHG34SKF4,PHG BX34,1704100,61,16,6,0.000015582027272342256,13,0.1386,96,6,51,CC1
PHG35SKF3,PHG B35,1704150,332,93,35,0.00004271661862961137,32,0.14,99,99,51,CB1
PHG35SKF4,PHG BX35,1704150,155,45,6,0.00004135238333521738,26,0.1426,99,99,51,CC1
PHG36SKF3,PHG B36,1704200,638,147,48,0.00008244415116590206,35,0.15,102,102,51,BB1
PHG36SKF4,PHG BX36,1704200,49,15,6,0.000013578415273494624,13,0.1467,102,102,51,CC1
PHG37SKF3,PHG B37,1704250,405,126,45,0.00005783475030388537,36,0.1783,104,104,51,CB1
PHG37SKF4,PHG BX37,1704250,15,8,5,0.000004225793534163377,6,0.1508,104,104,51,CD2
PHG38SKF3,PHG B38,1704300,786,192,50,0.00010584290613752932,36,0.16,107,107,51,BB1
PHG38SKF4,PHG BX38,1704300,120,44,14,0.00003408677055618423,26,0.1549,107,107,51,CC1
PHG39SKF3,PHG B39,1704350,399,102,46,0.00005303317024837436,32,0.16,110,110,51,BB1
PHG39SKF4,PHG BX39,1704350,54,20,11,0.000015249134401219115,14,0.1589,110,110,51,CC1
PHG40SKF3,PHG B40,1704400,650,160,53,0.00009472435373948427,36,0.17,112,112,51,BB1
PHG40SKF4,PHG BX40,1704400,58,25,7,0.000017517184265332622,18,0.163,112,112,51,CC1
PHG41SKF3,PHG B41,1704450,345,76,40,0.000052258968456242454,31,0.17,115,115,51,CB1
PHG41SKF5,PHG BX41,1704450,65,17,9,0.000019406472929525226,11,0.1671,115,115,51,CC1
PHG42SKF3,PHG B42,1704500,682,148,54,0.00010236421038302644,36,0.2024,118,118,51,BB1
PHG42SKF4,PHG BX42,1704500,80,19,10,0.000025298120768661816,14,0.1712,118,118,51,CC1
PHG43SKF3,PHG B43,1704550,277,87,44,0.00004270376159805444,32,0.18,120,120,51,CB1
PHG43SKF4,PHG BX43,1704550,19,8,4,0.000006118904559089131,6,0.1752,120,120,51,CD1
PHG44SKF3,PHG B44,1704600,496,126,42,0.00007442275342372398,34,0.18,123,123,51,BB1
PHG44SKF4,PHG BX44,1704600,69,21,11,0.0000219195013678995,14,0.1793,123,123,51,CC1
PHG45SKF3,PHG B45,1704650,339,103,45,0.00005379416752160992,33,0.2141,126,126,51,CB1
PHG45SKF5,PHG BX45,1704650,30,12,7,0.000009994430855160517,12,0.1834,126,126,51,CC1
PHG46SKF3,PHG B46,1704700,499,142,50,0.00008443108377245956,36,0.2233,128,128,51,BB1
PHG46SKF4,PHG BX46,1704700,65,29,15,0.000023071074410594795,21,0.1875,128,128,51,CC1
PHG47SKF3,PHG B47,1704750,339,111,50,0.00005830107831332927,34,0.19,131,131,51,BB1
PHG47SKF4,PHG BX47,1704750,62,24,14,0.000023259760035876488,19,0.1915,131,131,51,CC1
PHG48SKF3,PHG B48,1704800,913,205,68,0.00015823600470677124,36,0.2427,129,129,51,BB1
PHG48SKF4,PHG BX48,1704800,96,29,19,0.00003607926296017181,20,0.2305,129,129,51,CC1
PHG49SKF3,PHG B49,1704850,360,112,48,0.000061007657199736526,34,0.2,132,132,51,BB1
PHG49SKF4,PHG BX49,1704850,26,18,8,0.000009778293730068041,13,0.1997,132,132,51,CC1
PHG50SKF3,PHG B50,1704900,560,151,58,0.00010318358552927733,35,0.2376,135,135,51,BB1
PHG50SKF4,PHG BX50,1704900,19,6,4,0.000007464375537156772,6,0.2038,135,135,51,CD1
PHG51SKF3,PHG B51,1704950,298,107,52,0.0000556688617175487,36,0.21,137,137,51,CB1
PHG51SKF4,PHG BX51,1704950,33,17,10,0.000012820197898974066,11,0.2079,137,137,51,CC1
PHG52SKF4,PHG B52,1705000,416,133,60,0.00007897379510754415,33,0.22,140,140,51,BB1
PHG52SKF5,PHG BX52,1705000,62,20,7,0.000024777932221614485,16,0.212,140,140,51,CC1
PHG53SKF3,PHG B53,1705050,464,113,54,0.00009014759799255015,35,0.2742,165,165,39,BB1
PHG53SKF4,PHG BX53,1705050,74,19,8,0.000029563180372174795,14,0.216,143,143,51,CC1
PHG54SKF3,PHG B54,1705100,570,181,60,0.00010782740633271118,36,0.2486,145,145,51,BB1
PHG54SKF4,PHG BX54,1705100,6,3,3,0.0000025992052985397633,3,0.2201,145,145,51,CD2
PHG55SKF3,PHG B55,1705150,293,88,48,0.00005598368524702424,31,0.2595,148,148,51,BB1
PHG55SKF5,PHG BX55,1705150,34,5,5,0.000013544014026896304,5,0.2242,148,148,51,CD2
PHG56SKF3,PHG B56,1705200,593,127,52,0.00011891537984489102,35,0.2884,165,165,39,BB1
PHG56SKF4,PHG BX56,1705200,6,2,2,0.0000024800171411334617,2,0.2282,151,151,51,CD2
PHG57SKF3,PHG B57,1705250,201,67,39,0.00004362112817400964,30,0.2692,154,154,51,CB1
PHG58SKF3,PHG B58,1705300,597,121,45,0.00012290835686167188,34,0.29,156,156,51,BB1
PHG58SKF4,PHG BX58,1705300,10,3,3,0.000004124674718404678,3,0.2364,156,156,51,CD2
PHG59SKF3,PHG B59,1705350,218,70,35,0.00004468826179323633,29,0.2723,159,159,51,CB1
PHG60SKF3,PHG B60,1705400,594,139,66,0.00012751499651979242,33,0.2933,162,162,51,BB1
PHG60SKF5,PHG BX60,1705400,16,4,4,0.000006688088820988613,4,0.2445,162,162,51,CD2
PHG61SKF3,PHG B61,1705430,247,72,39,0.000051556696543361596,29,0.3134,191,191,39,BB1
PHG61SKF4,PHG BX61,1705430,7,2,2,0.000003629157772453113,2,0.2486,164,164,51,OO9
PHG62SKF3,PHG B62,1705450,459,135,57,0.00010201880796768572,36,0.26,167,167,51,BB1
PHG62SKF4,PHG BX62,1705450,31,8,4,0.000014385975850206711,8,0.2527,167,167,51,CD1
PHG63SKF3,PHG B63,1705500,464,109,48,0.00010183220726644031,34,0.26,170,170,51,BB1
PHG63SKF4,PHG BX63,1705500,48,17,5,0.00002349396650261657,14,0.2568,170,170,51,CC1
PHG64SKF3,PHG B64,1705550,576,128,54,0.0001292017000651282,36,0.26,172,172,51,BB1
PHG64SKF4,PHG BX64,1705550,60,18,9,0.00002728227347650433,13,0.2608,172,172,51,CC1
